metric_version,dataset,model,model_size,train_type,lambda,seed,group_type,group_value,ref_tone,hyp_tone,count,ref_total,row_rate
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,overall,nga,huyen,1,635,0.001574803150
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,overall,nga,hoi,4,635,0.006299212598
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,overall,nga,nga,627,635,0.987401574803
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,overall,nga,nang,2,635,0.003149606299
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,overall,nang,ngang,1,2169,0.000461041955
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,overall,nang,sac,0,2169,0.000000000000
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,overall,nang,huyen,13,2169,0.005993545413
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,overall,nang,hoi,20,2169,0.009220839096
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,overall,nang,nga,3,2169,0.001383125864
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,overall,nang,nang,2132,2169,0.982941447672
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,low_snr,ngang,ngang,1424,1442,0.987517337032
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,low_snr,ngang,sac,1,1442,0.000693481276
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,low_snr,ngang,huyen,17,1442,0.011789181692
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,low_snr,ngang,hoi,0,1442,0.000000000000
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,low_snr,ngang,nga,0,1442,0.000000000000
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,low_snr,ngang,nang,0,1442,0.000000000000
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,low_snr,sac,ngang,5,1149,0.004351610096
