metric_version,dataset,model,model_size,train_type,lambda,seed,group_type,group_value,ref_coda,hyp_coda,count,ref_total,row_rate
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,overall,p,none,11,285,0.038596491228
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,overall,p,n,1,285,0.003508771930
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,overall,p,ng,2,285,0.007017543860
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,overall,p,nh,2,285,0.007017543860
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,overall,p,t,9,285,0.031578947368
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,overall,p,c,14,285,0.049122807018
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,overall,p,ch,4,285,0.014035087719
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,overall,p,m,0,285,0.000000000000
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,overall,p,p,242,285,0.849122807018
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,none,none,0,131,0.000000000000
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,none,n,50,131,0.381679389313
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,none,ng,22,131,0.167938931298
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,none,nh,7,131,0.053435114504
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,none,t,18,131,0.137404580153
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,none,c,12,131,0.091603053435
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,none,ch,1,131,0.007633587786
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,none,m,15,131,0.114503816794
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,none,p,6,131,0.045801526718
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,n,none,88,764,0.115183246073
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,n,n,565,764,0.739528795812
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,n,ng,55,764,0.071989528796
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,n,nh,30,764,0.039267015707
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,n,t,6,764,0.007853403141
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,n,c,9,764,0.011780104712
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,n,ch,1,764,0.001308900524
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,n,m,9,764,0.011780104712
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,n,p,1,764,0.001308900524
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,ng,none,51,786,0.064885496183
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,ng,n,52,786,0.066157760814
