model,model_size,train_type,lambda,seed,split,snr,noise_type,num_samples,wer,cer,ter,der,fcer,swdr,checkpoint_path,prediction_path
phowhisper,base,tone_aware_lora,0.5,42,noisy,20,all,300,0.0999346832135859,0.0449108727525272,0.07348138471587198,0.019122609673790775,0.05019815059445178,0.005319148936170213,outputs\phat\checkpoints\ckpt_tone_lora_lambda_05\final,outputs\phat\predictions\pred_tone_lora_lambda_05.csv
phowhisper,base,tone_aware_lora,0.5,42,noisy,10,all,300,0.11234487263226649,0.05594567482058801,0.08589157413455258,0.026225769669327253,0.06472919418758256,0.0070921985815602835,outputs\phat\checkpoints\ckpt_tone_lora_lambda_05\final,outputs\phat\predictions\pred_tone_lora_lambda_05.csv
phowhisper,base,tone_aware_lora,0.5,42,noisy,5,all,300,0.17015022860875245,0.09568639555521259,0.12606139777922926,0.051854806541683285,0.0977542932628798,0.005319148936170213,outputs\phat\checkpoints\ckpt_tone_lora_lambda_05\final,outputs\phat\predictions\pred_tone_lora_lambda_05.csv
phowhisper,base,tone_aware_lora,0.5,42,noisy,0,all,300,0.3037230568256042,0.20487691951539472,0.24363161332462444,0.14964788732394366,0.16842800528401586,0.0070921985815602835,outputs\phat\checkpoints\ckpt_tone_lora_lambda_05\final,outputs\phat\predictions\pred_tone_lora_lambda_05.csv
phowhisper,base,tone_aware_lora,0.5,42,noisy,all,music,394,0.13621989783507663,0.06779467245912885,0.09073218195086354,0.023148148148148147,0.0847953216374269,0.006675567423230975,outputs\phat\checkpoints\ckpt_tone_lora_lambda_05\final,outputs\phat\predictions\pred_tone_lora_lambda_05.csv
phowhisper,base,tone_aware_lora,0.5,42,noisy,all,noise,556,0.11980999296270232,0.05955695939487137,0.08884588318085855,0.023333333333333334,0.07635206786850478,0.005758157389635317,outputs\phat\checkpoints\ckpt_tone_lora_lambda_05\final,outputs\phat\predictions\pred_tone_lora_lambda_05.csv
phowhisper,base,tone_aware_lora,0.5,42,noisy,all,speech,250,0.3505911129229515,0.25124015173621245,0.3024867509172442,0.2185612300933553,0.15914893617021278,0.0064516129032258064,outputs\phat\checkpoints\ckpt_tone_lora_lambda_05\final,outputs\phat\predictions\pred_tone_lora_lambda_05.csv
phowhisper,base,tone_aware_lora,0.5,42,noisy,0,music,93,0.2244258872651357,0.12131715771230503,0.14718162839248433,0.03927068723702665,0.15894039735099338,0.005376344086021506,outputs\phat\checkpoints\ckpt_tone_lora_lambda_05\final,outputs\phat\predictions\pred_tone_lora_lambda_05.csv
phowhisper,base,tone_aware_lora,0.5,42,noisy,0,noise,145,0.15059445178335534,0.0815883356599969,0.0904887714663144,0.029272151898734177,0.10141206675224647,0.00390625,outputs\phat\checkpoints\ckpt_tone_lora_lambda_05\final,outputs\phat\predictions\pred_tone_lora_lambda_05.csv
phowhisper,base,tone_aware_lora,0.5,42,noisy,0,speech,62,0.8254237288135593,0.6627577840679337,0.7932203389830509,0.9322033898305084,0.36879432624113473,0.01639344262295082,outputs\phat\checkpoints\ckpt_tone_lora_lambda_05\final,outputs\phat\predictions\pred_tone_lora_lambda_05.csv
phowhisper,base,tone_aware_lora,0.5,42,noisy,10,music,97,0.09951690821256039,0.04668470906630582,0.057971014492753624,0.015350877192982455,0.05363984674329502,0.0,outputs\phat\checkpoints\ckpt_tone_lora_lambda_05\final,outputs\phat\predictions\pred_tone_lora_lambda_05.csv
phowhisper,base,tone_aware_lora,0.5,42,noisy,10,noise,139,0.11442786069651742,0.05215343203230148,0.08813077469793888,0.020253164556962026,0.07050359712230216,0.01486988847583643,outputs\phat\checkpoints\ckpt_tone_lora_lambda_05\final,outputs\phat\predictions\pred_tone_lora_lambda_05.csv
phowhisper,base,tone_aware_lora,0.5,42,noisy,10,speech,64,0.12903225806451613,0.08058891902363426,0.12741935483870967,0.05805243445692884,0.0707070707070707,0.0,outputs\phat\checkpoints\ckpt_tone_lora_lambda_05\final,outputs\phat\predictions\pred_tone_lora_lambda_05.csv
phowhisper,base,tone_aware_lora,0.5,42,noisy,20,music,96,0.0855457227138643,0.03840846366145354,0.06489675516224189,0.01545253863134658,0.032818532818532815,0.01098901098901099,outputs\phat\checkpoints\ckpt_tone_lora_lambda_05\final,outputs\phat\predictions\pred_tone_lora_lambda_05.csv
phowhisper,base,tone_aware_lora,0.5,42,noisy,20,noise,145,0.0879725085910653,0.04048582995951417,0.0831615120274914,0.018210609659540775,0.052269601100412656,0.0,outputs\phat\checkpoints\ckpt_tone_lora_lambda_05\final,outputs\phat\predictions\pred_tone_lora_lambda_05.csv
phowhisper,base,tone_aware_lora,0.5,42,noisy,20,speech,59,0.15423728813559323,0.06773399014778325,0.06440677966101695,0.028112449799196786,0.07806691449814127,0.008547008547008548,outputs\phat\checkpoints\ckpt_tone_lora_lambda_05\final,outputs\phat\predictions\pred_tone_lora_lambda_05.csv
phowhisper,base,tone_aware_lora,0.5,42,noisy,5,music,108,0.1407811080835604,0.06890648405735074,0.09627611262488647,0.025945945945945945,0.10196779964221825,0.009708737864077669,outputs\phat\checkpoints\ckpt_tone_lora_lambda_05\final,outputs\phat\predictions\pred_tone_lora_lambda_05.csv
phowhisper,base,tone_aware_lora,0.5,42,noisy,5,noise,127,0.12538226299694188,0.06314831665150136,0.09403669724770643,0.025735294117647058,0.07961783439490445,0.003968253968253968,outputs\phat\checkpoints\ckpt_tone_lora_lambda_05\final,outputs\phat\predictions\pred_tone_lora_lambda_05.csv
phowhisper,base,tone_aware_lora,0.5,42,noisy,5,speech,65,0.3093415007656968,0.20458616983160158,0.24042879019908117,0.15789473684210525,0.12538226299694188,0.0,outputs\phat\checkpoints\ckpt_tone_lora_lambda_05\final,outputs\phat\predictions\pred_tone_lora_lambda_05.csv
