metric_version,dataset,model,model_size,train_type,lambda,seed,group_type,group_value,ref_tone,hyp_tone,count,ref_total,row_rate
aligned_v1,fleurs,phowhisper,base,tone_aware_lora,0.1,42,scope,overall,hoi,nga,8,2537,0.003153330706
aligned_v1,fleurs,phowhisper,base,tone_aware_lora,0.1,42,scope,overall,hoi,nang,2,2537,0.000788332676
aligned_v1,fleurs,phowhisper,base,tone_aware_lora,0.1,42,scope,overall,nga,ngang,2,1167,0.001713796058
aligned_v1,fleurs,phowhisper,base,tone_aware_lora,0.1,42,scope,overall,nga,sac,1,1167,0.000856898029
aligned_v1,fleurs,phowhisper,base,tone_aware_lora,0.1,42,scope,overall,nga,huyen,2,1167,0.001713796058
aligned_v1,fleurs,phowhisper,base,tone_aware_lora,0.1,42,scope,overall,nga,hoi,15,1167,0.012853470437
aligned_v1,fleurs,phowhisper,base,tone_aware_lora,0.1,42,scope,overall,nga,nga,1145,1167,0.981148243359
aligned_v1,fleurs,phowhisper,base,tone_aware_lora,0.1,42,scope,overall,nga,nang,2,1167,0.001713796058
aligned_v1,fleurs,phowhisper,base,tone_aware_lora,0.1,42,scope,overall,nang,ngang,4,3956,0.001011122346
aligned_v1,fleurs,phowhisper,base,tone_aware_lora,0.1,42,scope,overall,nang,sac,2,3956,0.000505561173
aligned_v1,fleurs,phowhisper,base,tone_aware_lora,0.1,42,scope,overall,nang,huyen,6,3956,0.001516683519
aligned_v1,fleurs,phowhisper,base,tone_aware_lora,0.1,42,scope,overall,nang,hoi,18,3956,0.004550050556
aligned_v1,fleurs,phowhisper,base,tone_aware_lora,0.1,42,scope,overall,nang,nga,4,3956,0.001011122346
aligned_v1,fleurs,phowhisper,base,tone_aware_lora,0.1,42,scope,overall,nang,nang,3922,3956,0.991405460061
