group,n,wer,cer,ter_simple,der_simple,fcer_simple,swdr_simple
all,30,0.4306049822064057,0.19607843137254902,0.2313167259786477,0.12222222222222222,0.22784810126582278,0.043478260869565216
clean,30,0.4306049822064057,0.19607843137254902,0.2313167259786477,0.12222222222222222,0.22784810126582278,0.043478260869565216
