group,n,wer,cer,ter_simple,der_simple,fcer_simple,swdr_simple
all,30,0.09252669039145907,0.04493464052287582,0.014234875444839857,0.0,0.05063291139240506,0.0
clean,30,0.09252669039145907,0.04493464052287582,0.014234875444839857,0.0,0.05063291139240506,0.0
